================ Training Loss (Fri Apr 17 16:49:59 2020) ================
================ Training Loss (Fri Apr 17 16:51:02 2020) ================
================ Training Loss (Fri Apr 17 16:51:20 2020) ================
================ Training Loss (Fri Apr 17 16:52:46 2020) ================
================ Training Loss (Fri Apr 17 16:53:21 2020) ================
================ Training Loss (Fri Apr 17 17:26:23 2020) ================
(epoch: 1, iters: 100, time: 0.224, data: 0.099) D_A: 0.562 G_A: 1.442 cycle_A: 1.699 idt_A: 0.440 D_B: 0.424 G_B: 0.463 cycle_B: 0.975 idt_B: 0.759 
================ Training Loss (Fri Apr 17 17:32:04 2020) ================
(epoch: 1, iters: 100, time: 0.234, data: 0.086) D_A: 0.368 G_A: 0.357 cycle_A: 2.344 idt_A: 0.518 D_B: 0.381 G_B: 0.471 cycle_B: 1.186 idt_B: 0.824 
(epoch: 1, iters: 200, time: 0.226, data: 0.002) D_A: 0.483 G_A: 0.420 cycle_A: 2.719 idt_A: 0.396 D_B: 0.373 G_B: 0.361 cycle_B: 0.874 idt_B: 1.256 
(epoch: 1, iters: 300, time: 0.235, data: 0.002) D_A: 0.365 G_A: 0.667 cycle_A: 2.193 idt_A: 0.431 D_B: 0.426 G_B: 0.571 cycle_B: 0.780 idt_B: 0.938 
(epoch: 1, iters: 400, time: 0.401, data: 0.002) D_A: 0.282 G_A: 0.301 cycle_A: 1.962 idt_A: 0.378 D_B: 0.308 G_B: 0.386 cycle_B: 0.814 idt_B: 0.700 
(epoch: 1, iters: 500, time: 0.231, data: 0.002) D_A: 0.278 G_A: 0.266 cycle_A: 1.467 idt_A: 0.461 D_B: 0.234 G_B: 0.254 cycle_B: 0.981 idt_B: 0.643 
(epoch: 2, iters: 100, time: 0.228, data: 0.116) D_A: 0.235 G_A: 0.357 cycle_A: 2.620 idt_A: 0.211 D_B: 0.227 G_B: 0.434 cycle_B: 0.480 idt_B: 1.194 
(epoch: 2, iters: 200, time: 0.229, data: 0.002) D_A: 0.188 G_A: 0.452 cycle_A: 2.332 idt_A: 0.262 D_B: 0.327 G_B: 0.401 cycle_B: 0.575 idt_B: 1.274 
(epoch: 2, iters: 300, time: 0.394, data: 0.001) D_A: 0.240 G_A: 0.316 cycle_A: 1.859 idt_A: 0.300 D_B: 0.221 G_B: 0.263 cycle_B: 0.634 idt_B: 0.464 
(epoch: 2, iters: 400, time: 0.229, data: 0.001) D_A: 0.241 G_A: 0.516 cycle_A: 2.691 idt_A: 0.252 D_B: 0.256 G_B: 0.358 cycle_B: 0.514 idt_B: 1.180 
(epoch: 2, iters: 500, time: 0.229, data: 0.002) D_A: 0.201 G_A: 0.344 cycle_A: 1.579 idt_A: 0.278 D_B: 0.245 G_B: 0.390 cycle_B: 0.583 idt_B: 0.662 
(epoch: 3, iters: 100, time: 0.232, data: 0.109) D_A: 0.143 G_A: 0.393 cycle_A: 1.844 idt_A: 0.218 D_B: 0.208 G_B: 0.344 cycle_B: 0.469 idt_B: 0.809 
